#
# USGS NWISWeb site number list
#
# This file can be used to retrieve data from the
# USGS NWISWeb internet based retrieval system using
# the 'File of site Numbers' search criteria.
#
# This file can be edited, but the number of columns
# must be equal for each row, and the 'site_no' column
# must remain.
#
# The columns include:
#  agency_cd  -- Agency code.  If no value is found, 'USGS' is assumed
#  site_no    -- USGS site number
#  station_nm -- USGS site name. This column is include for viewing only,
#                                it is not used by the nwisweb system.
#
agency_cd	site_no	station_nm
USGS	03164000	NEW RIVER NEAR GALAX, VA
USGS	03164100	BULL RUN AT PROVIDENCE SCH STP NR STEVENS CR, VA
USGS	03164150	EAGLE BOTTOM CREEK AT FRIES WTP AT FRIES, VA
USGS	03164500	NEW RIVER NEAR GRAYSON, VA
USGS	03165000	CHESTNUT CREEK AT GALAX, VA
USGS	03165200	MILL CREEK TRIB AT GALAX, VA
USGS	03165350	BRUSH CREEK AT RT 94 NEAR IVANHOE, VA
USGS	03165360	PINE BRANCH NEAR WOODLAWN, VA
USGS	03165400	NEW RIVER AT BYLLESBY DAM AT BYLLESBY, VA
USGS	03165450	NEW RIVER AT BUCK DAM NR IVANHOE, VA
USGS	03165500	NEW RIVER AT IVANHOE, VA
USGS	03165700	CRIPPLE CREEK AT CEDAR SPRINGS, VA
USGS	03165750	BLUE SPRINGS CREEK NEAR CEDAR SPRINGS, VA
USGS	03165800	SUGAR RUN NEAR SPEEDWELL, VA
USGS	03165821	CRIPPLE CREEK AT RT 619 NEAR SPEEDWELL, VA
USGS	03166000	CRIPPLE CREEK NEAR IVANHOE, VA
USGS	03166009	CRIPPLE CREEK AT FORD NEAR IVANHOE, VA
USGS	03166100	BUDDLE BRANCH ALONG RT 636 NR AUSTINVILLE, VA
USGS	03166120	BUDDLE BRANCH ABOVE STP AT AUSTINVILLE, VA
USGS	0316612010	BUDDLE BRANCH TRIB NO 1 NEAR AUSTINVILLE, VA
USGS	03166400	STONY FORK NEAR FAVONIA, VA
USGS	03166550	S F REED CREEK TRIB AT STP NR RURAL RETREAT, VA
USGS	03166578	 SOUTH FORK REED CREEK NEAR WYTHEVILLE, VA
USGS	03166700	REED CREEK AT RT 649 NEAR WYTHEVILLE, VA
USGS	03166731	COVE CREEK AT ROUTE 647 NEAR KENT, VA
USGS	03166765	REED CREEK TRIB AB PLAZA STP NR MAX MEADOWS, VA
USGS	03166770	REED CREEK TRIB TRIB NEAR MAX MEADOWS, VA
USGS	03166775	REED CR TRIB TRIB AB MALL STP NR MAX MEADOWS, VA
USGS	03166800	GLADE CREEK AT GRAHAMS FORGE, VA
USGS	03167000	REED CREEK AT GRAHAMS FORGE, VA
USGS	03167100	MCGAVOCK CREEK AT TRUCK STP NR GRAHAMS FORGE, VA
USGS	03167125	PINE RUN ABOVE MOUTH NEAR ALLISONIA, VA
USGS	03167150	BIG REED ISLAND CREEK NEAR LAUREL FORK, VA
USGS	03167200	LAUREL FORK AT RT 638 NEAR LAUREL FORK, VA
USGS	03167225	BIG REED ISLAND CREEK AT HWY 221 NR DUGSPUR, VA
USGS	03167300	MIRA FORK TRIB NEAR DUGSPUR, VA
USGS	03167500	BIG REED ISLAND CREEK NEAR ALLISONIA, VA
USGS	03167600	E F LITTLE REED ISL CR TRIB 1 AT FANCY GAP, VA
USGS	03167608	EAST FORK LITTLE REED ISLAND CR NEAR FANCY GAP, VA
USGS	03167610	E F LITTLE REED ISL CR TRIB 2 AT FANCY GAP, VA
USGS	03167695	BEAVERDAM CREEK AT HILLSVILLE, VA
USGS	03167700	BEAVERDAM CREEK AT RT 1009 AT HILLSVILLE, VA
USGS	03167990	LITTLE REED ISLAND CR AT RT 752 NEAR ALLISONIA, VA
USGS	03168000	NEW RIVER AT ALLISONIA, VA
USGS	03168100	BIG MACKS CREEK ABOVE MOUTH NEAR HIWASSEE, VA
USGS	03168450	PEAK CREEK AT MAGNOX-PULASKI AT PULASKI, VA
USGS	03168480	TRACT FORK AT PULASKI, VA
USGS	03168500	PEAK CREEK AT PULASKI, VA
USGS	03168600	PEAK CREEK TRIBUTARY NEAR PULASKI, VA
USGS	03168677	PEAK CREEK AT ROUTE 99 NEAR PULASKI, VA
USGS	03168750	THORNE SPRINGS BRANCH NEAR DUBLIN, VA
USGS	03168874	GOOSE CREEK ABOVE MOUTH NEAR WURNO, VA
USGS	03169150	PINE CREEK AT RT 682 NEAR FLOYD, VA
USGS	03169200	DODD CREEK TRIB NEAR FLOYD, VA
USGS	03169220	DODD CREEK AT FLOYD STP AT FLOYD, VA
USGS	03169350	BRUSH CREEK AT TERRYS FORK, VA
USGS	03169370	BRUSH CREEK AT RT 616 NEAR RINER, VA
USGS	03169500	LITTLE RIVER NEAR COPPER VALLEY, VA
USGS	03170000	LITTLE RIVER AT GRAYSONTOWN, VA
USGS	03170100	MILL CREEK AT RINER, VA
USGS	03171000	NEW RIVER AT RADFORD, VA
USGS	03171040	CONNELLYS RUN AT BISSETT PARK BRG AT RADFORD, VA
USGS	03171050	NEW RIVER AT STP AT RADFORD, VA
USGS	03171095	PLUM CREEK AT RT 11 AT RADFORD, VA
USGS	03171150	CRAB CREEK TRIB NEAR CHRISTIANSBURG, VA
USGS	03171170	CRAB CR AT STP NR CHRISTIANSBURG, VA
USGS	03171215	STROUBLES CREEK AT RT 657 NEAR PRICES FORK, VA
USGS	03171220	STROUBLES CREEK NEAR RADFORD, VA
USGS	03171225	SLATE BRANCH NEAR CHRISTIANSBURG, VA
USGS	03171300	TOMS CREEK NEAR MCCOY, VA
USGS	03171350	BACK CREEK AT RT 100 NEAR HIGHLAND, VA
USGS	03171400	NECK CREEK AT RT 617 NEAR BELSPRING, VA
USGS	03171405	BACK CREEK AT RT 600 AT PARROTT, VA
USGS	03171500	NEW RIVER AT EGGLESTON, VA
USGS	0317154954	SINKING CREEK ALONG ROUTE 604 NEAR NEWPORT, VA
USGS	03171550	SINKING CREEK AT RT 700 NEAR NEWPORT, VA
USGS	0317155123	SINKING CREEK AT COVERED BRIDGE LN NR NEWPORT, VA
USGS	03171597	LITTLE STONY CREEK AB ARCHER TRAIL NR PEMBROKE, VA
USGS	0317159760	LITTLE STONY CREEK BL ARCHER TRAIL NR PEMBROKE, VA
USGS	03171600	LITTLE STONY CREEK AT PEMBROKE, VA
USGS	03171601	LITTLE STONY CREEK AT SNIDOW ST AT PEMBROKE, VA
USGS	03171682	TOWN CREEK AT ROUTE 659 AT BLAND, VA
USGS	03171690	CRAB ORCHARD CREEK TRIBUTARY AT BLAND, VA
USGS	0317169910	CRAB ORCHARD CREEK AT BLAND, VA
USGS	03171700	CRAB ORCHARD CREEK NEAR BLAND, VA
USGS	03171800	HELVEYS MILL CREEK TRIB AT POINT PLEASANT, VA
USGS	03171823	WALKER CREEK AT ROUTE 738 AT MECHANICSBURG, VA
USGS	03171900	KIMBELING CREEK NEAR HOLLY BROOK, VA
USGS	03171907	EAST WILDERNESS CREEK AT RT 612 NR HOLLY BROOK, VA
USGS	03171929	NOBUSINESS CREEK AT ROUTE 606 AT HOLLY BROOK, VA
USGS	03171950	KIMBERLING CREEK AT RT 42 NEAR MECHANICSBURG, VA
USGS	03171992	LITTLE WALKER CREEK AT RT 100 NR POPULAR HILL, VA
USGS	03172500	WALKER CREEK AT STAFFORDSVILLE, VA
USGS	03172997	SUGAR RUN BELOW CECIL BRANCH AT BANE, VA
USGS	03173000	WALKER CREEK AT BANE, VA
USGS	03173780	STONY CREEK BELOW LAUREL BRANCH AT GOLDBOND, VA
USGS	03173800	STONY CREEK AT KIMBALLTON, VA
USGS	03174000	NEW RIVER AT RT 61 AT NARROWS, VA
USGS	03174005	NEW RIVER BELOW RT 61 AT NARROWS, VA
USGS	03174436	BURKES GARDEN CREEK BL RT 666 NR BURKES GARDEN, VA
USGS	03174481	LITTLE CREEK BELOW SPILLWAY NEAR BURKES GARDEN, VA
USGS	03174500	WOLF CREEK NEAR BURKES GARDEN, VA
USGS	03174600	WOLF CREEK ABOVE KEGLEY STP NEAR BASTIAN, VA
USGS	031746750	WOLF CREEK AT RT 21 AT HICKSVILLE, VA
USGS	03174680	HUNTING CAMP CREEK AT GIV WWTP AT BASTIAN, VA
USGS	03174833	WOLF CREEK AT ROUTE 21/52 AT SOUTH GAP, VA
USGS	03175100	COX BRANCH AB TAZEWELL RESERVOIR NR GRATTON, VA
USGS	03175140	WEST FORK COVE CREEK NEAR BLUEFIELD, VA
USGS	03175250	CLEAR FORK AT RT 21 AT ROCKY GAP, VA
USGS	03175308	DRY FORK AT ROUTE 21/52 AT NORTH GAP, VA
USGS	03175343	LAUREL CREEK AT ROCKY GAP, VA
USGS	03175500	WOLF CREEK NEAR NARROWS, VA
USGS	03176000	NEW RIVER ALONG U.S. HWY 460 AT RICH CREEK, VA
USGS	03176400	RICH CREEK NEAR PETERSTOWN, WV
USGS	03176433	RICH CREEK AT RT 806 AT RICH CREEK, VA
USGS	03176500	NEW RIVER AT GLEN LYN, VA
USGS	03177100	PAYNE BRANCH NEAR OAKVALE, WV
USGS	03177120	EAST RIVER AT WILLOWTON, WV
USGS	03177156	ADAIR RUN AT RT 648 AT GLEN LYN, VA
USGS	03177480	INDIAN CREEK AT RED SULPHUR SPRINGS, WV
USGS	03177500	INDIAN CREEK AT INDIAN MILLS, WV
USGS	03177575	BLUESTONE RIVER AT SHANNANDALE NR SPRINGVILLE, VA
USGS	03177600	BLUESTONE RIVER ABOVE BLUEFIELD, VA
USGS	03177620	BLUESTONE RIVER AT PARKVIEW AVE AT BLUEFIELD, VA
USGS	03177680	WRIGHTS VALLEY CREEK AT MOUTH AT BLUEFIELD, VA
USGS	03177695	BEAVERPOND CREEK AT MOUTH AT BLUEFIELD, VA
USGS	03177700	BLUESTONE RIVER AT BLUEFIELD, VA
USGS	03177705	 NEAL HOLLOW FORK AT RT 843 NEAR BLUEFIELD, VA
USGS	03177710	BLUESTONE RIVER AT FALLS MILLS, VA
USGS	03177715	BRUSH FORK AT HWY 717 AT FALLS MILL, VA
USGS	03177725	MUD FORK AT RT 102 AT FALLS MILLS, VA
USGS	03177733	BLUESTONE RIVER AT FORD AT FALLS MILL, VA
USGS	03177750	LAUREL FORK AT POCAHONTAS, VA
USGS	03178000	BLUESTONE R NR SPANISHBURG, WV
USGS	03178120	CAMP CREEK AT HWY 19 NEAR CAMP CREEK, WV
USGS	03178179	BRUSH CREEK NEAR PRINCETON, WV
USGS	03178200	BRUSH CREEK AT PRINCETON, WV
USGS	03178500	CAMP CREEK NEAR CAMP CREEK, WV
USGS	03179000	BLUESTONE RIVER NEAR PIPESTEM, WV
USGS	03179500	BLUESTONE RIVER AT LILLY, WV
USGS	03180000	NEW RIVER AT BLUESTONE DAM, WV
USGS	03180001	NEW RIVER BLUESTONE DAM UNREG 1923-49
USGS	03180300	EAST FORK GREENBRIER RIVER AT FRANK, WV
USGS	03180350	W. FK. GREENBRIER RIVER TRIB AT DURBIN, WV
USGS	03180400	W. FORK GREENBRIER R AT DURBIN, WV
USGS	03180500	GREENBRIER RIVER AT DURBIN, WV
USGS	03180530	BRUSH RUN NR BARTOW, WV
USGS	03180670	NORTH FORK NEAR ARBOVALE, WV
USGS	03180680	COOPER RUN NR GREEN BANK, WV
USGS	03180700	DEER CREEK BELOW GREENBANK, WV
USGS	03180900	GREENBRIER RIVER AT CLOVER LICK, WV
USGS	03181000	MCLAUGHLIN SPRING AT EDRAY, WV
USGS	03181200	INDIAN DRAFT NEAR MARLINTON, WV
USGS	03181500	GREENBRIER R AT MARLINTON, WV
USGS	03181700	Knapp Creek at Minnehaha Springs, WV
USGS	03181900	MACK BUTTERBALL HOLLOW NEAR HUNTERSVILLE, WV
USGS	03181949	KNAPP CREEK NEAR MARLINTON, WV
USGS	03182000	KNAPP CREEK AT MARLINTON, WV
USGS	03182450	BUCK RUN AT BUCKEYE, WV
USGS	03182500	GREENBRIER RIVER AT BUCKEYE, WV
USGS	03182600	GREENBRIER RIVER AT RENICK, WV
USGS	03182650	SPRING CREEK AT SPRING CREEK, WV
USGS	03182690	Anthony Creek at Blue Bend, WV
USGS	03182700	ANTHONY CREEK NEAR ANTHONY, WV
USGS	03182890	GREENBRIER RIVER AT CALDWELL, WV
USGS	03182900	HOWARD CREEK AT WHITE SULPHUR SPRINGS, WV
USGS	03182950	HOWARD CREEK AT CALDWELL, WV
USGS	03182970	GREENBRIER RIVER AT RONCEVERTE, WV
USGS	03183000	SECOND CREEK NEAR SECOND CREEK, WV
USGS	03183200	DAVIS SPRING AT FORT SPRING, WV
USGS	03183500	GREENBRIER RIVER AT ALDERSON, WV
USGS	03183520	MUDDY CREEK AT ALDERSON, WV
USGS	03183550	GRIFFITH CREEK NR ALDERSON, WV
USGS	03183567	WOLF CREEK NEAR ALDERSON, WV
USGS	03183570	BUGGAR LICK AT PENCE SPRINGS, WV
USGS	03184000	GREENBRIER RIVER AT HILLDALE, WV
USGS	03184200	BIG CREEK NEAR BELLEPOINT, WV
USGS	03184499	SUMMATION OF HILLDALE PLUS BLUESTONE
USGS	03184500	NEW RIVER AT HINTON, WV
USGS	03184501	NEW RIVER HINTON  UNREGULATED 1936-49
USGS	03184905	NEW RIVER AT HWY 41 AT PRINCE, WV
USGS	03184950	SOAK CREEK AT SOPHIA, WV
USGS	03184970	CRAB ORCHARD CREEK AT CRAB ORCHARD, WV
USGS	03185000	PINEY CREEK AT RALEIGH, WV
USGS	03185020	L. BEAVER C. TRIB NR SHADY SPRINGS, WV
USGS	03185030	LITTLE BEAVER CREEK AT DANIELS, WV
USGS	03185050	BEAVER CREEK AT BEAVER, WV
USGS	03185120	LITTLE WHITESTICK CR AT BECKLEY, WV
USGS	03185130	CRANBERRY CREEK AT BECKLEY, WV
USGS	03185400	NEW RIVER AT THURMOND, WV
USGS	03185500	NEW RIVER @ CAPERTON
USGS	03186000	NEW RIVER @ FAYETTE
USGS	03186200	MILL CREEK AT ANSTED, WV
USGS	03186400	GAULEY RIVER AT MOUTH OF WILLIAMS RIVER
USGS	03186500	WILLIAMS RIVER AT DYER, WV
USGS	03187000	GAULEY RIVER AT CAMDEN ON GAULEY, WV
USGS	03187300	NORTH FORK CRANBERRY RIVER NEAR HILLSBORO, WV
USGS	03187500	CRANBERRY RIVER NEAR RICHWOOD, WV
USGS	03188000	CRANBERRY RIVER AT WOODBINE, WV
USGS	03188200	S. FK. CHERRY R. NR RICHWOOD, WV
USGS	03188300	N. FK. CHERRY R. NR. RICHWOOD, WV
USGS	03188500	CHERRY RIVER AT RICHWOOD, WV 1909--1916 PKS
USGS	03188900	LAUREL CREEK NEAR FENWICK, WV
USGS	03189000	CHERRY RIVER AT FENWICK, WV
USGS	03189100	GAULEY RIVER NEAR CRAIGSVILLE, WV
USGS	03189170	ENOCH BRANCH NEAR SUMMERSVILLE, WV
USGS	03189200	MUDLETY CREEK NR. SUMMERSVILLE, WV
USGS	03189500	GAULEY RIVER NEAR SUMMERSVILLE, WV
USGS	03189590	SUMMERSVILLE LAKE NEAR SUMMERSVILLE, WV
USGS	03189600	GAULEY RIVER BELOW SUMMERSVILLE DAM, WV
USGS	03189650	COLLISON CREEK NEAR NALLEN, WV
USGS	03189800	BIG CLEAR CREEK NR. RUPERT, WV
USGS	03189863	MEADOW RIVER NEAR HINES, WV
USGS	03189890	MEADOW RIVER AT MCROSS, WV
USGS	0318989690	SEWELL CREEK AB LTL SEWELL CREEK AT RAINELLE, WV
USGS	03189900	LITTLE SEWELL CR AT E. RAINELLE, WV
USGS	03190000	MEADOW RIVER AT NALLEN, WV
USGS	03190100	ANGLINS CREEK NEAR NALLEN, WV
USGS	03190307	HEDRICKS CREEK TRIBUTARY ABOVE US-19 NEAR HICO, WV
USGS	03190400	MEADOW RIVER NEAR MT. LOOKOUT, WV
USGS	03190500	MEADOW CREEK NR SUMMERSVILLE, WV
USGS	03191000	GAULEY RIVER NEAR LEANDER, WV
USGS	03191400	LAUREL CREEK NR SUMMERSVILLE, WV
USGS	03191500	PETERS CREEK NEAR LOCKWOOD, WV
USGS	03191982	GAULEY RIVER BELOW RICH CREEK AT JODIE, WV
USGS	03192000	GAULEY RIVER ABOVE BELVA, WV
USGS	03192001	GAULEY RIVER ABOVE BELVA  UNREG 1928-1965
USGS	03192120	TWENTYMILE CREEK BELOW ROBINSON FK NR GILBOA, WV
USGS	03192150	TWENTYMILE CREEK BELOW NEIL BRANCH NR GILBOA, WV
USGS	03192170	ASH FORK NEAR VAUGHAN, WV
USGS	03192200	Twentymile Creek at Vaughan, WV
USGS	03192500	GAULEY RIVER AT BELVA, WV
USGS	03193000	KANAWHA RIVER AT KANAWHA FALLS, WV
USGS	03193001	KANAWHA R AT KANAWHA FALLS  UNREG 1877-1949
USGS	03193002	KAN. RIVER AT KAN.FALLS  REGULATED 1950-1965
USGS	03193200	LOOP CREEK AT KINCAID, WV
USGS	03193230	LOOP CREEK AT ROBSON, WV
USGS	03193700	KANAWHA RIVER AT LONDON DAM, WV (UPPER)
USGS	03193701	KANAWHA RIVER AT LONDON DAM, WV(LOWER)
USGS	03193705	KANAWHA RIVER AT LONDON DAM, WV (LOWER)
USGS	03193725	LITTLE FORK NR MOSSY, WV
USGS	03193730	PAINT CREEK NR KINGSTON, WV
USGS	03193740	PAINT CREEK AT HANSFORD, WV
USGS	03193742	KANAWHA RIVER AT GLASGOW, WV
USGS	03193750	CABIN CREEK AT ESKDALE, WV
USGS	03193760	GREENS BRANCH AT FAIRFIELD, WV
USGS	03193770	KANAWHA RIVER AT CABIN CREEK, WV
USGS	03193776	RIGHT FORK LITTLE CREEK NR CHELYAN, WV
USGS	03193778	LITTLE CREEK NEAR CHELYAN, WV
USGS	03193800	KANAWHA RIVER AT MARMET DAM, WV (UPPER)
USGS	03193805	KANAWHA RIVER AT MARMET DAM, WV (LOWER)
USGS	0319382976	KANAWHA RIVER AT S SIDE BRIDGE AT CHARLESTON, WV
USGS	03193830	GILMER RUN NEAR MARLINTON, WV
USGS	03193900	ELK RIVER NEAR WEBSTER SPRINGS, WV
USGS	03194000	ELK R AT WEBSTER SPS, WV
USGS	03194200	BACK FORK ELK RIVER AT WEBSTER SPRINGS, WV
USGS	03194500	ELK R B BACK F AT WEBST. SPS, WV
USGS	03194700	ELK RIVER BELOW WEBSTER SPRINGS, WV
USGS	03195000	ELK RIVER AT CENTRALIA, WV
USGS	03195050	LAUREL CREEK AT CENTRALIA, WV
USGS	03195100	RIGHT FORK HOLLY RIVER AT GUARDIAN, WV
USGS	03195200	LEFT FK HOLLY R AT HACKER VALLEY, WV
USGS	03195250	LEFT FORK HOLLY RIVER NEAR REPLETE, WV
USGS	03195300	RIGHT FK. HOLLY RIVER AT REMOVAL, WV
USGS	03195400	SUTTON LAKE AT SUTTON, WV
USGS	03195500	ELK RIVER AT SUTTON, WV
USGS	03195501	ELK RIVER AT SUTTON WV UNREGULATED 1938-1960
USGS	03195600	GRANNY CREEK AT SUTTON, WV
USGS	03196000	ELK RIVER AT GASSAWAY, WV
USGS	03196100	BIRCH RIVER NEAR BIRCH RIVER, WV
USGS	03196200	ELK R. AT FRAMETOWN, WV
USGS	03196500	BIRCH RIVER AT HEROLD, WV
USGS	03196600	ELK RIVER NEAR FRAMETOWN, WV
USGS	03196700	ELK RIVER AT IVYDALE, WV
USGS	03196750	BUFFALO CREEK AT CLAY, WV
USGS	03196800	ELK RIVER AT CLAY, WV
USGS	03196870	ELK RIVER AT PROCIOUS, WV
USGS	03196940	ELK RIVER AT ELKHURST, WV
USGS	03197000	ELK RIVER AT QUEEN SHOALS, WV
USGS	03197001	ILK R.AT QUEEN SHOALS  UNREGULATED 1928-1960
USGS	03197062	COOKMAN FORK AT INTERSTATE 79 NEAR WALLBACK, WV
USGS	03197150	ASHLEYCAMP RUN NEAR LEFTHAND, WV
USGS	03197200	BIG SANDY CREEK NR AMMA, WV
USGS	03197440	LEFT HAND CREEK NEAR CLENDENIN, WV
USGS	03197445	BIG SANDY CREEK BL LT HAND CREEK NR CLENDENIN, WV
USGS	03197450	BIG SANDY CREEK AT CLENDENIN, WV
USGS	03197500	ELK R AT CLENDENIN, WV
USGS	03197680	ELK RIVER AT BLUE CREEK,WV
USGS	03197700	BLUE CREEK AT BLUE CREEK, WV
USGS	03197790	LITTLE SANDY CREEK NEAR ELKVIEW,WV
USGS	03197800	LITTLE SANDY CREEK AT SANDY, WV
USGS	03197900	ELK TWOMILE C TRIB NR CHARLESTON, WV
USGS	03197939	ELK TWOMILE CREEK NEAR CHARLESTON, WV
USGS	03197950	ELK RIVER AT CHARLESTON, WV
USGS	03197990	KANAWHA R AT CHARLESTON, WV AUXILIARY (UPPER)
USGS	03198000	KANAWHA RIVER AT CHARLESTON, WV
USGS	03198020	TRACE FORK AT RUTH, WV
USGS	03198022	TRACE FK D/S DRYDEN HOLLOW AT RUTH, WV
USGS	03198200	MARSH FORK AT EDWIGHT, WV
USGS	03198250	MARSH FORK AT WHITESVILLE, WV
USGS	03198280	CLEAR FORK NEAR CLEAR CREEK, WV
USGS	03198300	CLEAR FORK AT AMEAGLE, WV
USGS	03198305	CLEAR FORK ABOVE SYCAMORE CREEK AT COLCORD, WV
USGS	03198310	SYCAMORE CREEK AT COLCORD, WV
USGS	03198350	CLEAR FORK AT WHITESVILLE, WV
USGS	03198400	BIG COAL RIVER NEAR SETH, WV
USGS	03198420	LAUREL CREEK AT SETH, WV
USGS	03198450	DRAWDY CREEK NEAR PEYTONA, WV
USGS	03198500	BIG COAL RIVER AT ASHFORD, WV
USGS	03198550	BIG COAL RIVER NEAR ALUM CREEK,
USGS	03198600	BIG COAL RIVER AT FORKS OF COAL, WV
USGS	03198690	Spruce Fork at Sharples, WV
USGS	03198700	SPRUCE FORK AT CLOTHIER, WV
USGS	03198720	SPRUCE LAUREL FORK AT CLOTHIER, WV
USGS	03198780	HUNTERS BRANCH NR MADISON, WV
USGS	03198800	LOW GAP CREEK NR MADISON, WV
USGS	03198805	SPRUCE FORK AT MADISON, WV
USGS	03198880	POND FORK AT BOB WHITE, WV
USGS	03198885	WEST FORK AT VAN, WV
USGS	03198900	POND FORK AT MADISON, WV
USGS	03199000	LITTLE COAL RIVER AT DANVILLE, WV
USGS	03199300	ROCK CREEK NEAR DANVILLE, WV
USGS	03199320	ROCK CREEK AT ROCK CREEK, WV
USGS	03199400	LITTLE COAL RIVER AT JULIAN, WV
USGS	03199500	LITTLE COAL RIVER AT MCCORKLE, WV
USGS	03199600	LITTLE COAL RIVER AT FORKS OF COAL, WV
USGS	03199700	COAL RIVER AT ALUM CREEK, WV
USGS	03200000	COAL R AT FUQUA, WV
USGS	03200500	COAL RIVER AT TORNADO, WV
USGS	03200550	COAL RIVER AT ST. ALBANS, WV
USGS	03200600	LITTLE SCARY CREEK NR NITRO, WV
USGS	03200650	KANAWHA RIVER AT POCA, WV
USGS	03200800	MCKOWN CREEK AT WALTON, WV
USGS	03201000	POCATALICO RIVER AT SISSONVILLE, WV
USGS	03201100	MANILA CREEK NEAR BANCROFT, WV
USGS	03201300	KANAWHA RIVER AT WINFIELD, WV
USGS	03201301	KANAWHA RIVER AT WINFIELD DAM, WV (UPPER)
USGS	03201305	KANAWHA RIVER AT WINFIELD DAM, WV (LOWER)
USGS	03201400	HURRICANE CREEK NR HURRICANE, WV
USGS	03201405	HURRICANE CREEK AT HURRICANE, WV
USGS	03201410	POPLAR FORK AT TEAYS, WV
USGS	03201420	LONG BRANCH NR TEAYS, WV
USGS	03201430	Kanawha River nr Buffalo
USGS	03201440	SIXTEENMILE CREEK NR PLINY, WV
USGS	03201480	THREEMILE CREEK TRIB NR PT. PLEASANT, WV
USGS	03201500	OHIO RIVER AT POINT PLEASANT, WV
USGS	03202020	OHIO R AT PT. PLEASANT, WV (AUX.GAGE)
USGS	03202050	OHIO RIVER AT GALLIPOLIS DAM, WV
USGS	03202200	OHIO R NR HUNTINGTON, W. VA.1
USGS	03202240	ALLEN CREEK AT ALLEN JUNCTION, WV
USGS	03202245	MARSH FORK AT MABEN, WV
USGS	03202255	STILL RUN AT ITMANN, WV
USGS	03202260	BLACK FORK ABOVE BLACK FORK FALLS NR MULLENS, WV
USGS	03202262	BLACK FORK AT MOUTH NR MULLENS, WV
USGS	03202280	PINNACLE CREEK NEAR PINEVILLE, WV
USGS	03202300	GUYANDOTTE RIVER AT PINEVILLE, WV
USGS	03202310	BEARHOLE FORK AT PINEVILLE, WV
USGS	03202400	GUYANDOTTE RIVER NEAR BAILEYSVILLE, WV
USGS	03202480	BRIER CREEK AT FANROCK, WV
USGS	03202490	INDIAN CREEK AT FANROCK, WV
USGS	03202500	GUYANDOTTE R AT BAILEYSVILLE, WV
USGS	03202600	LAUREL FK AT OCEANA, WV
USGS	03202695	MILAM FORK AT MCGRAWS, WV
USGS	03202700	CLEAR FK AT OCEANA, WV
USGS	03202750	CLEAR FORK AT CLEAR FORK, WV
USGS	03202752	CLEAR FK NR CLEAR FORK, WV
USGS	03202900	GUYANDOTTE R NR JUSTICE, WV
USGS	03202915	GUYANDOTTE RIVER BELOW R.D. BAILEY DAM
USGS	03202928	LITTLE HUFF CR AT LITTLE CUB CR RD AT HANOVER, WV
USGS	03202990	BUFFALO CREEK AT MAN, WV
USGS	03203000	GUYANDOTTE RIVER AT MAN, WV
USGS	03203500	GUYANDOTTE RIVER AT WILBUR, WV
USGS	03203600	GUYANDOTTE RIVER AT LOGAN, WV
USGS	03203601	GUYANDOTTE RIVER AT LOGAN  UNREG.  1960-1977
USGS	03203647	ISLAND CREEK AT ROUTE 44 AT LOGAN, WV
USGS	03203670	WHITMAN CREEK AT WHITMAN, WV
USGS	03203700	ISLAND CREEK AT LOGAN, WV
USGS	03203950	GUYANDOTTE R AT MIDKIFF, WV (AUX GAGE)
USGS	03204000	GUYANDOTTE RIVER AT BRANCHLAND, WV
USGS	03204001	GUYANDOTTE R. AT BRANCHLAND UNREG. 1915-1977
USGS	03204200	GUYANDOTTE RIVER AT BARBOURSVILLE, WV
USGS	03204205	Unnamed Tributary to Ballard Fork near Mud, WV
USGS	03204210	Spring Branch near Mud, WV
USGS	03204215	Ballard Fork near Mud, WV
USGS	03204220	Mud River at Mud, WV
USGS	03204225	MUD RIVER BELOW BERRY BRANCH NEAR MUD, WV
USGS	03204230	MUD RIVER BELOW BEAR BRANCH AT SPURLOCKVILLE, WV
USGS	03204235	UPTON BRANCH NEAR SPURLOCKVILLE, WV
USGS	03204240	LEFT FORK MUD RIVER NEAR BULGER, WV
USGS	03204294	MUD RIVER AT HAMLIN, WV
USGS	03204346	MIDDLE FORK MUD RIVER NEAR GRIFFITHSVILLE, WV
USGS	03204500	MUD RIVER NEAR MILTON, WV
USGS	03205000	MUD RIVER AT YATES, WV
USGS	03205180	MUD RIVER AT BARBOURSVILLE, WV
USGS	03205200	GUYANDOTTE RIVER AT HUNTINGTON, WV
USGS	03205220	OHIO RIVER AT HUNTINGTON, WV (AUX GAGE)
USGS	03206000	OHIO RIVER AT HUNTINGTON, WV
USGS	03206450	FOURPOLE CREEK NEAR HUNTINGTON, WV
USGS	03206500	FOURPOLE C AT HUNTINGTON, WV
USGS	03206600	EAST FORK TWELVEPOLE CREEK NEAR DUNLOW, WV
USGS	03206790	EAST FORK TWELVEPOLE CREEK BELOW EAST LYNN DAM
USGS	03206800	E F TWELVEPOLE C NR E LYNN, WV
USGS	03206801	EAST FK 12POLE CK NR E LYNN UNREG. 1962-1972
USGS	03206980	WEST FK TWELVEPOLE CREEK ABOVE WAYNE @ ECHO, WV
USGS	03207000	TWELVEPOLE CREEK AT WAYNE, WV
USGS	03207020	TWELVEPOLE CREEK BELOW WAYNE, WV
USGS	03207021	TWELVEPOLE CK BELOW WAYNE  UNREG.  1922-1972
USGS	03207050	BEECH FORK AT LAVALETTE, WV
USGS	03207055	BEECH FORK LAKE NEAR LAVALETTE, WV
